Source,Target,Weight,Type
90s_drug_requiem_for_a_dream_part_1,90s_drug_requiem_for_a_dream_part_3,5,undirected
90s_drug_requiem_for_a_dream_part_1,90s_drug_requiem_for_a_dream_part_4,30,undirected
90s_drug_requiem_for_a_dream_part_1,90s_drug_requiem_for_a_dream_part_5,9,undirected
90s_drug_requiem_for_a_dream_part_2,2010s_drama_marriage_story_part_1,1,undirected
90s_drug_requiem_for_a_dream_part_2,90s_drug_requiem_for_a_dream_part_1,21,undirected
90s_drug_requiem_for_a_dream_part_2,90s_drug_requiem_for_a_dream_part_3,7,undirected
90s_drug_requiem_for_a_dream_part_2,90s_drug_requiem_for_a_dream_part_4,24,undirected
90s_drug_requiem_for_a_dream_part_2,90s_drug_requiem_for_a_dream_part_5,17,undirected
90s_drug_requiem_for_a_dream_part_3,2010s_drama_marriage_story_part_4,2,undirected
90s_drug_requiem_for_a_dream_part_3,2010s_drama_marriage_story_part_5,1,undirected
90s_drug_requiem_for_a_dream_part_3,90s_drug_requiem_for_a_dream_part_1,5,undirected
90s_drug_requiem_for_a_dream_part_3,90s_drug_requiem_for_a_dream_part_2,7,undirected
90s_drug_requiem_for_a_dream_part_3,90s_drug_requiem_for_a_dream_part_4,17,undirected
90s_drug_requiem_for_a_dream_part_4,90s_drug_requiem_for_a_dream_part_1,30,undirected
90s_drug_requiem_for_a_dream_part_4,90s_drug_requiem_for_a_dream_part_2,24,undirected
90s_drug_requiem_for_a_dream_part_4,90s_drug_requiem_for_a_dream_part_3,17,undirected
90s_drug_requiem_for_a_dream_part_4,90s_drug_requiem_for_a_dream_part_5,15,undirected
90s_drug_requiem_for_a_dream_part_5,90s_drug_requiem_for_a_dream_part_1,9,undirected
90s_drug_requiem_for_a_dream_part_5,90s_drug_requiem_for_a_dream_part_2,17,undirected
90s_drug_requiem_for_a_dream_part_5,90s_drug_requiem_for_a_dream_part_4,15,undirected
90s_drug_the_basketball_diaries_part_1,2010s_drug_ben_is_bაცკ_part_2,1,undirected
90s_drug_the_basketball_diaries_part_1,2010s_drug_heaven_knows_what_part_1,2,undirected
90s_drug_the_basketball_diaries_part_1,2010s_drug_heaven_knows_what_part_2,4,undirected
90s_drug_the_basketball_diaries_part_1,2010s_drug_heaven_knows_what_part_4,1,undirected
90s_drug_the_basketball_diaries_part_1,2010s_drug_heaven_knows_what_part_5,1,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_gridlock_d_part_2,1,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_gridlock_d_part_3,1,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_gridlock_d_part_5,3,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_the_basketball_diaries_part_2,28,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_the_basketball_diaries_part_3,17,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_the_basketball_diaries_part_4,12,undirected
90s_drug_the_basketball_diaries_part_1,90s_drug_the_basketball_diaries_part_5,3,undirected
90s_drug_the_basketball_diaries_part_2,2010s_drug_ben_is_bაცკ_part_3,2,undirected
90s_drug_the_basketball_diaries_part_2,90s_drug_gridlock_d_part_1,3,undirected
90s_drug_the_basketball_diaries_part_2,90s_drug_the_basketball_diaries_part_1,28,undirected
90s_drug_the_basketball_diaries_part_2,90s_drug_the_basketball_diaries_part_3,24,undirected
90s_drug_the_basketball_diaries_part_2,90s_drug_the_basketball_diaries_part_4,4,undirected
90s_drug_the_basketball_diaries_part_3,2010s_drug_heaven_knows_what_part_2,1,undirected
90s_drug_the_basketball_diaries_part_3,90s_drug_the_basketball_diaries_part_1,17,undirected
90s_drug_the_basketball_diaries_part_3,90s_drug_the_basketball_diaries_part_2,24,undirected
90s_drug_the_basketball_diaries_part_3,90s_drug_the_basketball_diaries_part_4,14,undirected
90s_drug_the_basketball_diaries_part_3,90s_drug_the_basketball_diaries_part_5,3,undirected
90s_drug_the_basketball_diaries_part_4,2010s_drug_heaven_knows_what_part_3,1,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_gridlock_d_part_1,1,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_gridlock_d_part_3,4,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_gridlock_d_part_5,4,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_the_basketball_diaries_part_1,12,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_the_basketball_diaries_part_2,4,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_the_basketball_diaries_part_3,14,undirected
90s_drug_the_basketball_diaries_part_4,90s_drug_the_basketball_diaries_part_5,28,undirected
90s_drug_the_basketball_diaries_part_5,2010s_drug_heaven_knows_what_part_1,1,undirected
90s_drug_the_basketball_diaries_part_5,2010s_drug_heaven_knows_what_part_2,3,undirected
90s_drug_the_basketball_diaries_part_5,2010s_drug_heaven_knows_what_part_4,2,undirected
90s_drug_the_basketball_diaries_part_5,2010s_drug_heaven_knows_what_part_5,6,undirected
90s_drug_the_basketball_diaries_part_5,90s_drug_gridlock_d_part_1,18,undirected
90s_drug_the_basketball_diaries_part_5,90s_drug_gridlock_d_part_3,3,undirected
90s_drug_the_basketball_diaries_part_5,90s_drug_gridlock_d_part_5,2,undirected
90s_drug_the_basketball_diaries_part_5,90s_drug_the_basketball_diaries_part_1,3,undirected
90s_drug_the_basketball_diaries_part_5,90s_drug_the_basketball_diaries_part_3,3,undirected
90s_drug_the_basketball_diaries_part_5,90s_drug_the_basketball_diaries_part_4,28,undirected
90s_drug_trainspotting_part_1,90s_drug_trainspotting_part_2,10,undirected
90s_drug_trainspotting_part_1,90s_drug_trainspotting_part_3,13,undirected
90s_drug_trainspotting_part_1,90s_drug_trainspotting_part_4,15,undirected
90s_drug_trainspotting_part_1,90s_drug_trainspotting_part_5,17,undirected
90s_drug_trainspotting_part_2,90s_drug_trainspotting_part_1,10,undirected
90s_drug_trainspotting_part_2,90s_drug_trainspotting_part_3,20,undirected
90s_drug_trainspotting_part_2,90s_drug_trainspotting_part_4,26,undirected
90s_drug_trainspotting_part_2,90s_drug_trainspotting_part_5,6,undirected
90s_drug_trainspotting_part_3,90s_drug_trainspotting_part_1,13,undirected
90s_drug_trainspotting_part_3,90s_drug_trainspotting_part_2,20,undirected
90s_drug_trainspotting_part_3,90s_drug_trainspotting_part_4,27,undirected
90s_drug_trainspotting_part_3,90s_drug_trainspotting_part_5,13,undirected
90s_drug_trainspotting_part_4,90s_drug_trainspotting_part_1,15,undirected
90s_drug_trainspotting_part_4,90s_drug_trainspotting_part_2,26,undirected
90s_drug_trainspotting_part_4,90s_drug_trainspotting_part_3,27,undirected
90s_drug_trainspotting_part_5,2010s_drama_spotlight_part_4,2,undirected
90s_drug_trainspotting_part_5,90s_drama_american_beauty_part_3,1,undirected
90s_drug_trainspotting_part_5,90s_drug_trainspotting_part_1,17,undirected
90s_drug_trainspotting_part_5,90s_drug_trainspotting_part_2,6,undirected
90s_drug_trainspotting_part_5,90s_drug_trainspotting_part_3,13,undirected
